"Code","NUTS2","NUTS2_Name","COUNTRY","LF_113- GDP","LF_113 - GDP/capita","LF_211 - Recreational opportunities potential","LF_311 - Water consumption","LF_312 - Water productivity","LF_321 - Food and feed production","LF_331 - Biomass harvested from energy crops","LF_332 - Energy content of dedicated energy crops","LF_411 - Share  of residential areas over the total land area","LF_412 - Residential areas per person","LF_413 - Urban Sprawl","LF_415 - Population density","LF_421 - Share of industrial/commercial areas","LF_422 - Industrial economic output per unit of industrial/commercial area","LF_431 - Share of built-up areas over the total land","LF_432 - Productivity of built-up areas","LF_433 - Built-up  per person","LF_441 - Potential accessibility","LF_442 - Network efficiency","LF_443 - Local accessibility (Travel time to nearest city)","LF_444 - Daily accessibility (Amount of people reached within 4 hours)","LF_511- NO2 removal by urban vegetation","LF_521 - Capacity of ecosystems to avoid soil erosion","LF_522 - Soil retention","LF_524 - Water Retention","LF_531 - Relative pollination potential","LF_532 - C-stock changes","LF_612a - Habitat quality for common birds","LF_612b - Habitat quality for forest birds","LF_612c - Habitat quality for farmland birds","LF_621 - Proportion of Green Infrastructure","LF_622 - Green Infrastructure fragmentation","Year","POPULATION"
"649","FR30","Nord - Pas-de-Calais","France",114.84,140.08,83.64,105.88,101.21,182.61,163.27,180.75,157.53,98.49,118.27,115.71,172.27,90.42,147.48,118.43,98.07,191.96,110.03,125.92,250.3,44.02,101.87,97.68,112.43,23.8,99.56,97.8,78.29,111.72,22.89,110.79,2030,4104655
"655","FR41","Lorraine","France",109.26,137.06,101.84,104.19,100.35,93.48,153.62,166.95,63.1,130.94,123.31,91.83,70.18,72.08,100.13,86.55,131.68,157.66,109.48,186.02,210.31,78.63,103.04,102.14,107.41,64.91,100.44,121.15,120.38,132.58,89.26,99.94,2030,2355152
"658","FR42","Alsace","France",108.59,149,121.51,104.19,100.09,82.61,147.29,157.54,122.93,103.46,121.77,109.74,146.75,85.26,134.01,118.43,104.7,166.58,110.18,203.18,178.96,91.42,101.87,103.31,112.18,62.74,99.96,103.37,100.51,111.06,97.58,97.49,2030,2043272
"662","FR43","Franche-Comte","France",102.55,132.62,111.82,100.13,100.9,61.96,151.24,163.15,65.79,179.74,129.66,86.32,38.28,82.41,89.94,68.33,162.54,126.4,108.93,197.98,131.81,81.74,103.68,102.68,105.9,90.87,100.54,122.01,141.84,104.76,133.79,96.07,2030,1230490
"670","FR51","Pays de la Loire","France",114.4,133.88,75.13,106.78,100.41,171.74,167.85,187.37,88.48,142.92,124.18,96.89,76.56,72.85,116.21,80.47,138.53,100.39,107.06,156.44,84.02,46.33,102.19,95.76,104.9,60.58,99.9,100.26,81.07,118.23,40.16,109.91,2030,4133962
"674","FR52","Bretagne","France",112.83,127.09,59.87,103.4,102.33,173.91,156.88,171.42,98.83,152.86,124.18,97.34,82.95,68.72,116.21,72.88,144.25,69.43,101.5,131.41,45.79,62.06,101.87,98.38,94.11,67.07,99.39,103.69,113.97,90.19,37.87,115.13,2030,3664824
"677","FR53","Poitou-Charentes","France",106.58,125.47,66.04,106.22,97.79,127.17,168.76,188.63,62.1,168.93,125.06,86.32,44.66,70.01,89.94,66.81,157.28,83.85,107.14,149.77,73.33,42.62,102.09,95.68,110.17,84.38,100.74,107.65,80.75,128.94,43.69,111.43,2030,1968466
"681","FR61","Aquitaine","France",113.5,133.02,102.13,108.58,98.61,73.91,148.26,158.84,61.25,140.29,119.58,89.54,51.04,75.18,89.94,81.99,134.88,68.29,106.85,121.25,42.98,94.76,101.98,102.19,109.92,162.27,100.45,106.69,123.58,87.1,106.32,93.4,2030,3765581
"688","FR62","Midi-Pyrenees","France",112.38,129.17,100.67,108.47,98.36,93.48,160.86,177.31,45.51,122.46,118.05,86.78,38.28,85.26,77.47,91.1,116.82,71.95,107.23,119.68,58.27,73.46,96.14,106.3,99.13,108.18,99.95,112.05,96.56,136.23,109.65,91.56,2030,3494155
"691","FR63","Limousin","France",97.86,127.18,120.62,94.5,103.44,160.87,153.62,166.75,37.43,166.01,122.87,76.68,25.52,86.55,61.4,69.85,150.88,84.78,106.85,148.43,77.15,94.54,102.83,99.29,91.6,144.96,100.35,106.26,121.98,102.78,126.71,93.52,2030,793231
"700","FR71","Rhone-Alpes","France",121.1,150.91,118.57,108.13,101.85,63.04,146.27,155.9,86.07,110.48,120.9,101.02,82.95,95.33,116.21,115.4,108.36,117.75,109.66,184.48,94.63,129.63,100.92,109.12,94.61,112.5,99.76,99.83,112.58,83.13,145.23,91.19,2030,7212833
"702","FR72","Auvergne","France",104.12,133.5,136.77,99.35,102.07,135.87,157.31,172.11,38.28,145.55,122.21,79.44,31.9,80.86,61.4,80.47,138.08,92.61,107.23,158.95,78.13,70.96,102.3,103.06,100.13,95.2,99.7,111.72,114.5,124.19,137.33,91.87,2030,1419949
"708","FR81","Languedoc-Roussillon","France",110.37,111.86,133.54,103.63,101.25,35.87,139.42,146.2,63.81,111.35,118.27,95.05,44.66,90.68,89.94,89.58,104.24,83.93,109.29,139.25,70.11,107.42,95.61,105.31,91.6,181.74,99.84,95.66,101.15,87.1,137.33,91.07,2030,3265301
"715","FR82","Provence-Alpes-Cote dAzur","France",117.97,139.94,141.76,106.89,101.72,16.3,151.24,163.37,82.38,93.82,114.11,103.77,76.56,111.87,108.75,126.03,92.36,95.23,107.92,137.17,82.23,166.33,96.36,109.43,93.86,190.39,99.66,76.48,77.54,65.57,146.27,88.93,2030,5754851
"720","FR83","Corse","France",90.04,114.75,170.22,94.16,100.66,27.17,125.58,125.34,33.18,151.98,115.64,75.76,12.76,104.63,61.4,69.85,136.02,17.53,60.36,49.7,1.07,156.57,93.81,106.17,80.31,328.86,100.04,52.81,51.48,43.16,183.31,89.26,2030,392562
"226","DE","GERMANY (CNT)","Germany",687.17,165.72,134.31,109.91,123.02,220.35,210.1,357.68,146.47,86.85,112.81,156.11,200,142.34,146.51,161.72,90,245.84,139.6,226.72,262,90.81,102.96,54.89,99.3,46.52,110.73,102.72,102.56,105.45,76.09,91.79,2030,4200960
"233","DE0","GERMANY","Germany",107.71,157.97,135.51,99.6,103.28,139.45,152.75,168.42,137.85,101.16,113.92,109.62,149.94,136.78,132.28,144.29,105.81,177.13,111.03,176.9,190.17,103.12,102.32,99.8,97.95,53.35,100.46,103.62,104.6,104.27,88.3,102.92,2030,77871677
"237","DE11","Stuttgart","Germany",116.63,189.92,112.41,101.71,105.16,108.7,162.1,178.87,128.04,75.41,108.19,116.63,102.09,216.24,134.01,217.13,72.47,188.64,110.8,189.8,181.49,77.32,102.09,102.72,95.11,62.74,101.37,119.12,112.47,136.89,84.48,103.25,2030,3692356
"241","DE12","Karlsruhe","Germany",112.83,168.46,174.04,101.04,104.17,86.96,153.37,166.35,140.37,71.02,106,119.84,146.75,158.37,143.34,195.87,71.55,206.84,111.31,191.07,192.93,115.53,101.98,103.68,102.89,69.23,100.74,107.76,119.09,89.53,117.56,98.85,2030,2816751
"246","DE13","Freiburg","Germany",109.26,155.57,177.27,97.99,105.09,79.35,152.06,164.47,94.57,87.68,114.33,107.91,82.95,137.7,116.21,151.84,85.04,162.58,110.17,202.33,162.63,100.8,103.25,105.46,97.12,75.72,100.94,113.12,122.51,103,137.33,97.23,2030,2081771
"255","DE14","Tubingen","Germany",108.14,167.67,126.49,97.09,105.32,128.26,161.39,177.88,98.69,106.09,119.58,104.69,51.04,211.07,116.21,147.28,94.87,160.7,109.12,191.8,148.44,63.58,102.51,103.45,95.87,67.07,100.45,113.22,105.85,136.78,107.57,100.21,2030,1708430
"258","DE21","Oberbayern","Germany",119.31,184.17,120.92,104.98,103.7,156.52,156,170.18,110.31,79.79,109.29,112.5,89.33,206.16,128.68,195.87,78.18,158.52,110.33,182.19,146.34,79.59,103.25,105.98,98.63,64.91,99.72,94.37,91.96,102.89,116.1,97.78,2030,4998701
"263","DE22","Niederbayern","Germany",103.67,153.35,118.57,95.52,104.84,172.83,165.3,183.76,74.72,134.44,123.52,94.59,25.52,241.04,100.13,110.84,114.99,140.54,109.86,180.8,137.82,69.7,102.3,102.65,97.62,64.91,100.09,103.37,95.6,122.87,89.89,97.35,2030,1182643
"266","DE23","Oberpfalz","Germany",103.22,172.24,174.63,97.99,102.77,156.52,149.5,160.82,63.24,124.51,120.24,92.75,38.28,144.42,89.94,124.51,114.07,153.28,111.18,185.69,163.5,88.77,101.98,101.63,90.6,69.23,100.49,133.36,138.75,132.14,132.12,96.15,2030,1014524
"275","DE24","Oberfranken","Germany",102.33,174.14,167.88,92.02,107.01,136.96,162.1,179.01,73.73,119.25,122.43,96.43,31.9,222.7,100.13,130.58,111.1,162.22,111.44,180.65,190.11,94.49,101.98,102.93,91.6,62.74,101.6,127.68,134.26,123.97,117.98,99.04,2030,921767
"276","DE25","Mittelfranken","Germany",108.36,180.06,153.79,98.67,104.25,152.17,161.22,177.88,99.4,89.43,114.11,108.36,70.18,211.59,116.21,180.69,82.53,177.19,112.12,183.59,192.23,80.89,101.66,100.5,91.6,62.74,100.26,125.65,117.92,146.16,96.54,103.54,2030,1659472
"282","DE26","Unterfranken","Germany",104.56,169.03,160.54,98.56,102.88,101.09,162.27,179.28,77.28,114.28,122.43,98.26,44.66,180.07,108.75,129.06,108.59,180.69,111.41,185.28,219.45,86.28,101.24,102.96,94.36,51.92,100.76,130.26,128.28,140.86,100.5,99.03,2030,1189551
"288","DE27","Schwaben","Germany",107.92,163.62,125.91,95.29,106.62,194.57,165.3,183.76,94.29,112.82,120.02,102.85,44.66,216.24,108.75,136.65,99.21,158.4,109.95,185.65,148.54,67.42,103.04,105.17,104.9,60.58,99.67,109.58,100.19,135.34,93.01,99.68,2030,1719486
"293","DE30","Berlin","Germany",113.05,138.57,82.18,103.18,102.58,154.35,0,0,557.81,31.86,69.43,164.84,631.66,183.94,233.28,302.16,38.18,164.61,112.15,174.18,126.2,252.45,101.24,89.04,73.03,28.13,99.82,39.95,42.83,31.46,70.54,106.19,2030,3469090
"300","DE40","Brandenburg","Germany",107.92,126.17,144.4,104.64,99.48,101.09,157.1,171.6,61.82,167.76,125.71,86.32,146.75,20.93,108.75,47.07,219.23,123.93,110.53,165.07,116.23,122.99,100.92,93.42,100.38,56.25,100.3,103.8,109.59,100.9,95.71,100.42,2030,2249260
"303","DE50","Bremen","Germany",100.99,206.92,99.79,98.78,101.38,423.91,172.54,194.12,428.63,52.61,76.87,148.31,580.62,140.8,218.62,253.57,67.44,170.15,111.81,183.26,182.5,133.84,104.42,85.02,100.88,19.47,99.05,46.38,41.98,49.13,70.95,106.59,2030,676104
"306","DE60","Hamburg","Germany",112.16,199.62,90.69,98.56,105.82,94.57,0,0,573.26,42.38,73.59,159.79,542.33,339.52,224.95,388.71,42.52,171.91,111.89,179.35,156.19,148.9,102.3,88.17,90.6,25.96,99.11,54.31,69,34.11,55.76,109.65,2030,2216525
"313","DE71","Darmstadt","Germany",117.97,216.42,176.09,103.29,104.42,81.52,150.39,161.77,138.96,58.16,96.37,123.52,236.07,163.02,151.34,262.68,68.35,228.7,112.02,182.61,245.34,133.14,100.81,102.35,97.12,56.25,101.05,102.51,114.5,96.37,105.91,100.22,2030,3664506
"319","DE72","Giessen","Germany",101.66,160.05,144.1,92.02,106.72,95.65,157.31,172.11,93.3,111.35,122.87,102.85,57.42,162.5,116.21,124.51,106.3,204.98,111.62,176.29,259.45,113.75,103.25,102.94,101.14,58.42,101.17,132.08,143.13,129.38,106.12,101.78,2030,929436
"323","DE73","Kassel","Germany",103.89,174.44,134.71,99.46,101.86,92.39,165.45,183.88,76.43,123.34,123.31,96.89,51.04,151.91,108.75,119.95,120.02,184.07,111.78,176.6,253.99,95.72,104,103.88,103.14,51.92,101.42,125.65,137.68,118.01,109.65,101.07,2030,1060682
"328","DE80","Mecklenburg-Vorpommern","Germany",103.89,132.9,115.34,99.57,101.81,160.87,164.07,181.91,47.64,162.79,124.84,81.73,57.42,44.18,89.94,60.74,182.65,97.05,108.88,152.81,85.3,79.72,100.6,92.95,92.85,43.27,100.12,105.08,97.09,109.51,74.91,101.22,2030,1393466
"332","DE91","Braunschweig","Germany",105.91,145.62,134.42,100.81,101.66,138.04,165.3,183.64,103.37,109.6,121.12,105.15,63.8,146.74,122.79,116.92,102.87,168.95,112.13,174.44,210.53,96.17,102.62,102.21,98.63,38.94,100.58,120.08,127.21,116.69,80.31,103.86,2030,1579609
"336","DE92","Hannover","Germany",109.26,159.42,125.61,100.36,103.28,156.52,166.47,185.39,116.69,106.97,114.33,107.91,121.23,102.56,134.01,118.43,111.1,179.23,111.53,181.8,208.27,72.79,103.04,100.75,104.15,38.94,101.9,109.69,101.68,118.89,63.88,107.57,2030,2038652
"344","DE93","Luneburg","Germany",104.12,117.47,115.34,96.42,104.29,198.91,168.51,188.32,77.99,153.73,125.5,92.75,51.04,79.06,108.75,68.33,143.79,144.58,110.43,178.09,161.2,87.12,102.72,92.52,106.15,56.25,99.35,114.83,118.24,120.66,85.1,101.2,2030,1617377
"346","DE94","Weser-Ems","Germany",109.48,126.18,93.04,103.29,101.17,268.48,171.99,193.32,102.52,120.71,121.12,102.85,51.04,130.98,116.21,97.18,107.22,161.32,109.79,178.86,184.87,45.59,103.15,93.04,114.19,32.45,99.28,93.73,67.5,120.33,45.78,111.38,2030,2628864
"352","DEA1","Dusseldorf","Germany",119.31,185.45,126.49,105.65,103.09,170.65,161.57,178.31,260.05,57.58,94.61,136.37,446.63,131.5,186.22,224.72,68.58,292.54,111.91,157.72,234.69,145.03,102.41,97.1,103.65,47.6,100.84,77.87,77.22,70.76,64.5,110.82,2030,4929752
"357","DEA2","Koln","Germany",116.41,154.81,176.68,104.41,102.93,121.74,166.61,185.5,197.94,68.68,106,127.19,229.69,138.22,164.55,177.65,72.47,262.58,111.65,154.26,252.9,136.5,102.94,101.65,97.87,62.74,99.75,86.44,99.44,63.48,78.03,105.42,2030,4371397
"362","DEA3","Munster","Germany",109.7,136.8,105.95,102.95,101.46,164.13,166.89,186.06,128.46,73.94,106,117.09,159.51,97.66,143.34,141.21,80.47,235.35,111.39,174.04,228.3,68.57,102.09,94.34,103.39,49.76,99.96,117.51,99.55,141.41,43.49,115.67,2030,2479321
"367","DEA4","Detmold","Germany",108.36,161.88,174.63,100.81,102.54,131.52,164.7,182.79,125.34,92.94,118.27,112.04,165.89,95.07,143.34,127.54,105.39,194.9,111.54,180.87,233.25,76.45,103.57,101.38,100.63,47.6,100.56,98.87,98.48,92.95,61.59,107.53,2030,1813929
"371","DEA5","Arnsberg","Germany",113.73,155.48,178.15,104.19,102.11,90.22,152.33,164.89,143.92,71.9,107.76,119.84,216.93,101.53,151.34,153.36,83.9,228.74,110.94,172.97,243.76,146.99,103.89,104.86,95.87,60.58,100.28,99.19,122.51,64.58,111.73,100.7,2030,3301161
"376","DEB1","Koblenz","Germany",104.12,144.03,167.58,93.71,106.37,71.74,150.96,162.92,90.6,113.98,123.74,101.48,70.18,114.71,116.21,109.32,109.5,213.61,110.77,165.24,248.76,119.65,103.36,103.88,94.36,75.72,101.28,116.87,137.36,89.2,114.65,101.6,2030,1324252
"384","DEB2","Trier","Germany",93.62,109.08,164.94,89.66,105.5,114.13,157.53,172.45,69.76,118.95,124.4,95.51,44.66,90.94,100.13,81.99,109.5,200.11,110.88,169.99,258.89,122.96,103.47,103.73,99.63,75.72,100.53,113.97,133.09,88.87,126.71,100.42,2030,595565
"387","DEB3","Rheinhessen-Pfalz","Germany",107.69,140.34,137.35,101.04,102.21,103.26,158.35,173.45,115.84,82.42,112.35,112.96,108.47,128.14,128.68,144.25,80.7,217.67,111.85,192.03,242.69,98,99.96,103.45,102.39,54.09,100.66,93.94,90.58,100.57,90.51,100.51,2030,1985312
"393","DEC0","Saarland","Germany",101.66,170.21,139.11,99.68,100.92,84.78,152.33,164.89,150.3,90.9,120.46,116.17,223.31,88.36,154.94,127.54,110.42,201.21,111.66,190.24,261.24,155.94,103.36,102.72,99.13,82.21,100.99,105.94,127.64,81.14,109.24,104.5,2030,875625
"399","DED2","Dresden","Germany",104.12,153.2,129.14,100.47,101.26,98.91,160.86,177.31,93.58,121.88,125.5,101.02,121.23,63.04,128.68,85.03,149.74,128.7,110.04,149.88,127.62,138.08,101.34,101.93,97.62,58.42,101.2,102.62,108.2,95.27,81.77,99.96,2030,1256788
"402","DED4","Chemnitz","Germany",102.55,146.16,127.96,96.3,103.8,109.78,165.45,183.99,108.47,130.35,128.34,102.85,89.33,94.04,134.01,81.99,148.59,145.79,110.7,172.51,164.69,115.9,102.09,103.22,88.84,47.6,100.99,103.69,106.17,100.46,71.78,99.71,2030,1119081
"408","DED5","Leipzig","Germany",100.32,136.6,112.99,97.09,102.38,97.83,159.35,175.2,96.56,83.3,115.42,109.28,223.31,43.92,138.87,98.7,115.67,148.27,111.44,167,168.31,81.08,99.54,96.73,94.61,36.78,100.15,91.26,73.49,107.85,51.19,108.41,2030,949266
"413","DEE0","Sachsen-Anhalt","Germany",107.25,146.56,122.97,104.98,99,121.74,161.92,178.87,62.96,148.18,126.81,89.08,114.85,35.91,108.75,63.77,188.83,142.17,111.08,170.82,168.02,64.29,100.71,97.63,107.16,38.94,100.86,101.33,87.8,126.51,62.21,104.29,2030,1801385
"418","DEF0","Schleswig-Holstein","Germany",110.82,137.9,99.2,100.92,103.48,284.78,173.18,195.06,97.84,113.11,120.68,103.31,76.56,107.47,122.79,103.25,110.19,112.17,109.95,169.46,107.13,57.28,102.94,93.38,96.12,28.13,99.41,84.09,60.35,99.46,47.44,107.78,2030,2789292
"423","DEG0","Thuringen","Germany",106.8,142.22,117.98,101.49,101.5,93.48,162.77,179.96,63.66,120.12,123.52,93.67,89.33,55.29,108.75,81.99,144.48,158.13,111.13,172.99,212.73,85.28,102.19,103.11,98.12,43.27,100.61,118.47,115.57,123.86,83.02,100.4,2030,1770528
"723","GR","GREECE (CNT)","Greece",58.82,95.41,116.79,114.09,29.95,64.56,0,0,31.84,47.42,89.86,63.02,0,179.67,32.56,185.14,45.21,22.42,49.99,25.87,21.15,51.98,91.68,47.66,91,222.19,96.8,90.49,78.84,97.27,89.12,5.09,2030,9704414
"726","GR0","GREECE","Greece",90.64,83.56,119.11,105.82,91.91,45.99,0,0,27.62,58.05,90.74,84.06,24.05,154.91,22.32,134.2,57.87,14.22,65.11,16.85,11.62,61.7,90.86,100.93,89.42,285.59,99.18,85.62,74.95,91.81,103.55,92.09,2030,11577877
"732","GR11","Anatoliki Makedonia","Greece",89.59,78.05,118.28,111.85,86.9,44.57,0,0,15.88,83.88,108.41,73.01,19.14,45.99,0,74.4,87.1,15.3,86.1,26.42,17.03,64.04,92.85,102.72,90.09,170.92,100.07,88.27,81.39,86.66,108.61,84.36,2030,550355
"739","GR12","Kentriki Makedonia","Greece",101.66,72.24,110.35,116.92,87.71,44.57,0,0,32.33,60.79,108.85,93.67,25.52,101.01,61.4,106.29,56.24,24.35,91.71,39.73,15.76,35.01,91.26,100.83,94.61,144.96,100.07,101.01,70.17,125.41,80.52,90.64,2030,2072175
"741","GR13","Dytiki Makedonia","Greece",84.68,90.85,109.47,105.77,89.59,40.22,0,0,11.49,79.2,97.24,67.96,12.76,61.23,0,92.62,81.38,15.3,88.32,37.2,11.44,36.5,94.87,102.13,84.82,151.45,100.18,119.65,114.39,134.57,99.67,91.77,2030,280983
"747","GR14","Thessalia","Greece",91.83,73.84,118.28,117.14,83.75,43.48,0,0,21.84,87.1,104.47,78.98,19.14,65.1,38.74,74.4,82.98,16.01,86.15,24.73,20.63,29.85,90.94,100.79,91.85,188.23,100.12,102.73,80.43,128.28,90.72,90.61,2030,728801
"752","GR21","Kentriki Ellada","Greece",83.79,67.03,152.62,100.02,93.74,47.83,0,0,12.62,67.51,93.52,72.55,12.76,71.3,0,85.03,65.84,10.4,74.17,17.87,11.28,54.96,94.87,102.49,90.09,279.1,98.73,102.08,142.27,70.54,136.7,89.26,2030,351274
"756","GR22","Ionia Nisia","Greece",81.77,74.04,115.93,91.69,99.31,45.65,0,0,17.01,31.27,117.17,94.13,6.38,350.37,38.74,138.17,44.35,4.96,55.65,13.73,3.96,58.3,91.26,98.86,86.58,417.56,97.36,37.71,15.27,41.4,103.2,96.63,2030,258605
"765","GR23","Dytiki Ellada","Greece",90.94,64.97,107.12,108.81,89.78,46.74,0,0,15.03,46.18,78.85,84.03,6.38,156.56,0,129.06,41.83,12.12,78.56,10.5,16.72,39.57,90.84,100.26,98.37,302.9,99.03,86.66,78.19,79.37,104.87,88.56,2030,760602
"767","GR24","Sterea Ellada","Greece",90.94,86.79,108.59,109.03,89.53,30.43,0,0,10.35,59.04,111.04,71.63,12.76,91.71,0,112.36,64.24,14.78,76.49,11.54,19.93,48.98,91.69,101.95,91.1,294.24,100.19,105.08,97.3,111.28,124.01,89.19,2030,562849
"773","GR25","Peloponnisos","Greece",90.27,71.14,104.19,110.5,88.15,26.09,0,0,11.77,59.04,78.19,73.93,6.38,173.87,0,113.88,51.89,12.85,78.72,10.02,14.5,50.47,91.37,99.68,91.85,337.51,98.94,109.8,84.38,121.43,104.66,91.49,2030,639307
"777","GR30","Attiki","Greece",113.73,121.49,100.96,100.81,104.63,20.65,0,0,166.6,30.98,70.3,139.59,159.51,301.24,151.34,334.05,30.18,51.24,72.39,7.39,15.78,88.03,88.29,99.78,90.09,344,98.43,73.05,46.14,92.62,96.54,97.55,2030,4218561
"783","GR41","Voreio Aigaio","Greece",79.76,95.9,137.35,95.29,95.75,48.91,0,0,8.65,42.96,68.11,74.39,12.76,116.52,0,160.95,49.38,1.34,14.71,7.7,0.18,100.94,85.53,100.2,83.32,324.53,98.15,60.09,74.87,61.6,100.5,96.43,2030,160995
"789","GR42","Notio Aigaio","Greece",87.81,113.27,147.33,96.19,98.2,69.57,0,0,17.44,61.08,71.18,81.27,6.38,297.62,0,170.06,55.32,2.47,17.1,4.17,2.21,110.11,89.39,99.9,80.06,411.07,98.65,61.49,43.79,68.44,114.85,97.59,2030,312968
"795","GR43","Kriti","Greece",91.61,76.61,117.98,111.62,87.86,89.13,0,0,18.01,45.59,72.28,87.7,12.76,181.36,0,153.36,41.61,3.77,26.39,8.12,1.67,85.32,87.97,102.45,89.59,346.17,99.46,65.45,45.71,71.98,81.36,93.13,2030,680402
"817","HU","HUNGARY (CNT)","Hungary",29.19,56.48,87.59,103.03,77.74,67.37,187.72,276.12,114.63,142.81,119.67,75.19,100,36.63,113.95,37.48,132.24,104.97,122.62,121.38,87.56,47.06,95.86,22.31,97.54,62.93,101.4,97.38,72.11,116.98,77.12,48.14,2030,9176537
"822","HU0","HUNGARY","Hungary",92.5,47.58,88.34,100.6,96.64,50.16,145.49,154.9,87.32,168.47,122.74,91.77,64.72,29.01,106.77,28.63,157.05,74.01,103.9,96.76,61.52,52.46,95.14,96.63,98.27,73.56,100.38,101.33,77.99,120.71,90.6,98.93,2030,9704414
"829","HU10","Kozep-Magyarorszag","Hungary",107.25,84.02,87.17,104.08,99.64,40.22,144.46,153.28,196.66,89.73,122.21,121.68,172.27,68.2,158.33,78.96,88.24,94.73,106.33,98.78,69.8,78.86,95.19,99.07,100.63,77.89,100.03,89.87,83.53,95.49,89.47,99.64,2030,3121078
"835","HU21","Kozep-Dunantul","Hungary",90.94,45.55,87.17,103.63,93.72,50,144.83,153.88,85.5,178.28,125.5,91.83,70.18,21.44,108.75,21.26,172.37,88.29,106.59,115.43,75.23,60.27,94.66,99.36,97.37,67.07,100.4,102.19,81.71,121.99,90.51,98.61,2030,1068659
"838","HU22","Nyugat-Dunantul","Hungary",90.94,50.95,90.1,99.8,96.72,47.83,143.7,152.04,79.26,189.97,126.37,88.62,44.66,33.59,100.13,24.29,171.68,91.92,107.16,124.86,78.14,60.78,94.87,98.24,104.9,82.21,100.21,109.05,85.77,134.35,94.88,99.28,2030,970287
"845","HU23","Del-Dunantul","Hungary",87.58,40.54,83.06,94.28,99.6,54.35,144.46,153.28,57.71,192.6,125.93,82.19,31.9,23.25,89.94,19.74,173.51,63.4,102.63,103.05,54.18,49.93,94.55,100.72,101.64,88.71,100.39,116.01,98.05,125.08,84.48,100.69,2030,859260
"850","HU31","Eszak-Magyarorszag","Hungary",88.92,36.73,116.22,103.85,92.72,34.78,142.9,151.41,67.49,173.9,126.81,87.24,38.28,23.51,100.13,19.74,159.79,65.31,101.18,79.36,59.5,63.04,97.31,101.8,87.58,71.4,100.45,104.98,103.07,109.51,123.18,94.36,2030,1075905
"851","HU32","Eszak-Alfold","Hungary",91.38,37.44,81,102.73,94.64,64.13,148.26,159.09,66.64,176.53,118.49,86.78,51.04,16.28,100.13,18.22,165.28,56.43,101.18,76.33,46.49,26.89,95.61,88.78,99.88,64.91,100.55,90.09,42.08,125.96,81.56,98.35,2030,1379984
"858","HU33","Del-Alfold","Hungary",90.49,37.85,73.67,95.85,99.43,59.78,149.8,161.3,57.99,178.28,113.89,84.03,44.66,16.79,89.94,18.22,168.48,58.01,102.22,79.53,47.31,27.48,93.81,88.44,95.87,62.74,100.6,97.16,51.7,132.58,70.12,101.58,2030,1229241
"863","IE","IRELAND (CNT)","Ireland",60.11,213.95,84.67,95.84,141.45,286.32,155.31,154.04,55.19,94.56,104.44,53.71,0,180.71,48.84,195.91,95.94,49.27,99.98,83.9,28.12,51.85,103.8,40,112.12,40.95,97.88,100.67,98.32,102.52,63.84,65.59,2030,4467854
"869","IE0","IRELAND","Ireland",111.94,186.86,84.53,99.68,104.84,244.57,121.78,119.89,36.09,103.9,105.78,84.03,28.71,231.61,64.34,150.32,102.3,32.86,93.68,64.8,18.91,51.78,102.99,100.46,112.18,46.52,99.6,106.05,101.9,109.84,74.18,99.6,2030,5276163
"872","IE01","Border, Midland and Western","Ireland",104.79,138.41,88.34,97.66,103.63,200,120.75,118.21,24.25,112.23,103.38,75.76,6.38,292.19,38.74,113.88,100.13,32.05,95.45,63.44,19.51,39.86,102.72,99.35,113.43,38.94,99.49,98.87,84.27,105.98,84.89,98.22,2030,1486645
"878","IE02","Southern and Eastern","Ireland",119.09,235.31,80.71,101.71,106.06,289.13,122.81,121.57,47.93,95.57,108.19,92.29,51.04,171.03,89.94,186.76,104.47,33.68,91.91,66.17,18.31,63.7,103.25,101.56,110.92,54.09,99.72,113.22,119.52,113.71,63.46,100.98,2030,3789518
"882","IT","ITALY (CNT)","Italy",450.26,131.12,96.35,117.32,66.32,94.04,163.14,178.84,97.65,58.45,96.08,153.96,100,128.73,97.67,195.57,58.8,128.1,116.96,117.24,117.33,82.2,94.1,230.13,102.82,131.11,102.97,101.7,93.86,109.01,96.81,15.05,2030,4814602
"889","IT0","ITALY","Italy",106.03,126.21,101.58,107.44,96.64,61.65,116.74,113.19,57.82,67.14,97.85,100.78,71.1,118.15,77.42,160.15,67.85,87.49,103.32,95.98,83.79,95.49,94.48,106.71,100.54,141.56,100.23,105.29,104.45,104.58,122.05,94.37,2030,64491290
"892","ITC1","Piemonte","Italy",115.96,140.53,94.21,117.26,92.95,46.74,113.15,106.66,55.87,63.42,103.38,103.77,70.18,119.1,89.94,176.13,66.3,134.75,108.27,160.77,114.84,97.8,97.95,110.42,99.88,123.32,100.01,121.47,111.4,142.08,129.63,89.57,2030,4616092
"900","ITC2","Valle dAosta/Vallee dAoste","Italy",83.34,161.29,135.89,91.01,100.38,10.87,101.62,90.77,18.86,91.77,104.03,74.39,19.14,114.97,38.74,153.36,87.1,122.32,107.63,204.33,111.85,221.92,103.47,114.77,66.75,62.74,99.97,49.06,66.12,10.6,193.92,86.25,2030,137873
"901","ITC3","Liguria","Italy",106.13,142.27,132.66,100.25,102.21,15.22,88.34,71.93,68.63,46.18,86.51,114.33,51.04,294.26,100.13,276.35,42.52,123.87,110.63,140.54,113.13,185.22,98.9,108.29,102.64,157.94,100.04,133.79,176.66,92.73,181.02,89.9,2030,1659755
