"Code","NUTS2","NUTS2_Name","COUNTRY","LF_113- GDP","LF_113 - GDP/capita","LF_211 - Recreational opportunities potential","LF_311 - Water consumption","LF_312 - Water productivity","LF_321 - Food and feed production","LF_331 - Biomass harvested from energy crops","LF_332 - Energy content of dedicated energy crops","LF_411 - Share  of residential areas over the total land area","LF_412 - Residential areas per person","LF_413 - Urban Sprawl","LF_415 - Population density","LF_421 - Share of industrial/commercial areas","LF_422 - Industrial economic output per unit of industrial/commercial area","LF_431 - Share of built-up areas over the total land","LF_432 - Productivity of built-up areas","LF_433 - Built-up  per person","LF_441 - Potential accessibility","LF_442 - Network efficiency","LF_443 - Local accessibility (Travel time to nearest city)","LF_444 - Daily accessibility (Amount of people reached within 4 hours)","LF_511- NO2 removal by urban vegetation","LF_521 - Capacity of ecosystems to avoid soil erosion","LF_522 - Soil retention","LF_524 - Water Retention","LF_531 - Relative pollination potential","LF_532 - C-stock changes","LF_612a - Habitat quality for common birds","LF_612b - Habitat quality for forest birds","LF_612c - Habitat quality for farmland birds","LF_621 - Proportion of Green Infrastructure","LF_622 - Green Infrastructure fragmentation","Year","POPULATION"
"508","ES22","Comunidad Foral de Navarra","Spain",96.52,138.42,104.48,108.13,92.38,47.83,88.34,71.93,14.6,49.98,93.3,81.73,38.28,71.3,38.74,180.69,63.78,49.35,105.01,72.45,41.59,99.94,96.99,104.99,103.39,97.36,99.7,127.36,156.58,115.25,139.61,94.81,2020,628349
"514","ES23","La Rioja","Spain",88.7,115.96,116.22,106.89,90.3,35.87,76.81,58.66,17.3,53.78,95.71,83.57,25.52,77.76,38.74,156.39,61.27,44.57,103.37,64.38,44.74,102.39,97.1,104.28,96.62,140.63,99.74,110.12,114.61,105.43,129,89.13,2020,334452
"520","ES24","Aragon","Spain",102.55,122.87,105.36,116.13,88.61,45.65,88.34,75.38,7.66,57.28,93.08,66.58,12.76,69.24,0,154.88,65.61,39.96,100.62,58.52,47.8,81.4,91.9,105.07,99.38,151.45,99.79,109.69,101.9,116.02,137.53,91.12,2020,1321818
"522","ES30","Comunidad de Madrid","Spain",119.53,140.69,119.74,104.08,104.37,42.39,83.31,63.7,107.76,26.89,84.32,133.62,210.55,178.26,138.87,334.05,34.98,86.58,100.04,16.77,42.44,91.38,92.43,101.03,91.85,144.96,99.62,70.48,105.74,61.38,126.92,93.51,2020,6600763
"527","ES41","Castilla y Leon","Spain",107.47,114.16,99.2,117.14,89.79,48.91,76.81,52.69,10.49,86.8,104.47,64.28,12.76,83.45,0,112.36,84.81,35.96,101.2,37.04,39.07,70.83,93.39,102.64,90.85,114.67,99.68,116.22,100.4,136.89,135.87,89.96,2020,2358030
"534","ES42","Castilla-La Mancha","Spain",103.67,83.37,90.98,118.72,87.17,41.3,95.94,86.39,12.34,91.19,93.3,66.58,6.38,62.78,0,81.99,84.13,36.32,96.65,23.16,41.09,55.15,90.2,101.5,93.36,173.08,99.8,108.08,78.61,126.73,119.64,89.9,2020,2213607
"537","ES43","Extremadura","Spain",96.3,81.16,106.24,114.89,87.14,70.65,88.34,71.93,9.64,78.91,86.51,64.28,6.38,66.91,0,91.1,74.3,25.44,93.8,22.15,35.55,46.93,90.1,101.82,84.32,261.79,99.77,77.45,57.14,84.56,178.94,88.08,2020,1041155
"543","ES51","Cataluna","Spain",119.76,120.66,113.29,114.78,96.28,34.78,76.81,52.69,57.43,48.22,96.59,109.74,63.8,153.72,89.94,204.98,48.69,67.76,106.64,67.73,47.27,119.66,94.34,107.19,87.58,162.27,99.76,105.62,111.19,92.18,148.77,92,2020,7867582
"548","ES52","Comunidad Valenciana","Spain",113.28,88.43,105.66,115.12,93.61,63.04,83.31,58.66,59.84,51.15,96.15,109.28,70.18,101.27,89.94,144.25,50.98,49.2,102.32,33.8,43.88,84.78,91.37,102.57,99.63,305.06,99.64,107.12,116.53,99.13,133.58,90.86,2020,5614977
"551","ES53","Illes Balears","Spain",100.1,106.55,95.97,103.51,97.37,72.83,88.34,71.93,85.22,73.07,98.78,109.28,51.04,179.29,108.75,129.06,68.58,4.59,8.78,8.96,1.37,78.21,89.14,102.78,96.62,231.5,99.38,75.95,41.44,96.82,142.53,98.79,2020,1198887
"558","ES61","Andalucia","Spain",116.63,81.49,103.02,121.42,90.09,38.04,83.31,63.7,22.97,48.22,82.35,91.38,19.14,110.57,38.74,142.73,47.32,28.46,95.3,26.28,29.53,81.11,89.25,104.52,97.12,248.81,99.79,96.94,114.93,89.09,132.12,88.78,2020,8609095
"562","ES62","Region de Murcia","Spain",100.77,82.62,90.69,112.86,90.43,68.48,92.46,81.35,33.89,47.93,84.54,99.18,51.04,65.62,61.4,130.58,52.58,32.28,96.3,29.61,28.36,71.99,87.76,100.97,101.39,225.01,99.79,62.66,68.79,76.06,109.65,92.13,2020,1645831
"1302","SE","SWEDEN (CNT)","Sweden",97.11,181.07,122.63,98.44,138.95,15.44,111.61,0,23.35,130.41,102.08,16.47,0,112.33,32.56,105.68,150.5,8.06,24.96,19.18,8.03,169.57,104.31,27.95,86.48,31.7,90.64,99.43,99.46,97.17,165.25,0.78,2020,70302985
"1306","SE0","SWEDEN","Sweden",103.42,169.18,119.6,95.52,104.75,20.24,78.26,64.41,41.23,157.75,101.79,66.64,40.68,81.7,44.4,84.27,201.31,11.16,76.33,26.04,9.49,192.28,103.12,97.61,86.39,41.92,99.65,106.78,107.99,102.34,176.34,87.56,2020,10071521
"1314","SE11","Stockholm","Sweden",114.4,243.57,130.9,97.43,107.51,10.87,98.96,88.65,166.18,102,114.11,116.17,127.61,197.64,154.94,186.76,108.59,13.91,80.37,18.41,10.28,282.36,102.72,95.53,83.57,60.58,99.44,100.37,102.97,89.64,156.47,93.76,2020,2257901
"1319","SE12","Ostra Mellansverige","Sweden",106.8,151.92,120.33,97.99,104.15,18.48,111.6,106.66,28.5,146.43,107.76,73.47,38.28,55.03,61.4,75.92,164.37,9.15,77.2,19.54,13.1,180.73,102.94,96.29,91.1,43.27,99.96,118.04,117.49,127.17,174.78,89.57,2020,1654873
"1323","SE21","Smaland med oarna","Sweden",100.54,155.67,127.37,94.95,104.07,56.52,88.34,71.93,18.86,162.79,98.78,63.37,19.14,56.58,38.74,71.36,179.45,13.29,83.26,40.19,14.23,228.06,103.04,96.07,86.83,38.94,99.53,106.8,114.39,75.84,189.34,89.19,2020,849787
"1326","SE22","Sydsverige","Sweden",105.68,146.11,93.04,97.09,104.41,30.43,111.6,106.66,57.28,110.77,107.54,93.21,63.8,82.16,100.13,95.66,126.65,32.46,92.77,64.24,17.56,158.19,102.19,94.73,88.34,43.27,99.21,111.4,113.65,107.74,123.39,94.22,2020,1537898
"1331","SE23","Vastsverige","Sweden",109.48,163.66,114.46,98.33,104.93,30.43,111.6,105.38,38.99,122.75,107.76,83.11,38.28,86.03,0,100.21,134.65,14.2,84.31,42.83,13.77,199.21,102.62,98.13,82.31,45.43,99.85,105.94,108.95,104.32,169.78,88.16,2020,2027710
"1336","SE31","Norra Mellansverige","Sweden",100.54,156.7,116.81,94.5,104.46,6.52,52,35.97,12.19,207.51,97.24,49.59,6.38,64.33,0,60.74,213.06,4.19,76.74,11.77,5.27,172.34,103.89,99.31,86.33,28.13,99.77,103.9,106.49,93.83,196.63,85.16,2020,843956
"1341","SE32","Mellersta Norrland","Sweden",93.62,171.14,120.62,90.34,104.9,4.35,0,0,4.4,185.88,88.7,32.14,12.76,66.65,0,48.59,291.47,1.46,67.86,9.16,1.1,164.8,103.89,100.63,85.58,41.11,99.73,111.19,107.77,122.21,199.95,81.15,2020,379311
"1347","SE33","Ovre Norrland","Sweden",96.3,164.68,133.24,93.49,103.61,4.35,52,0,3.4,223.88,92.42,22.04,19.14,45.21,0,34.92,392.28,0.62,48.16,2.15,0.6,152.56,103.68,100.18,87.08,34.62,99.71,96.62,92.18,97.92,200.37,79.29,2020,520085
"1057","NL","THE NETHERLANDS (CNT)","The Netherlands",157.73,172.04,75.91,104.8,113.5,404.21,175.83,231.07,222.9,59.83,92.86,346.6,400,156.64,260.47,222.09,67.93,311.08,134.07,186.88,297.75,102.93,103.55,2.38,117.65,42.94,99.1,79.79,71.38,85.01,54.99,565.21,2020,5727038
"1063","NL0","THE NETHERLANDS","The Netherlands",103.22,161,74.74,100.14,101.13,300.27,133.41,137.58,149.71,73.85,97.37,119.54,221.72,109.63,148.56,171.58,83.61,205.74,108.82,144.6,199.01,101.78,102.7,88.75,117.2,46.16,99.64,79.59,67.25,87.3,61.48,109.25,2020,17218675
"1069","NL11","Groningen","The Netherlands",100.32,221.97,56.94,99.23,100.72,352.17,115.98,113.46,106.06,89.14,107.76,109.74,153.13,112.9,134.01,180.69,101.96,143.65,109.25,158.78,166.81,32.8,102.51,85.65,126.98,21.64,99.82,82.05,34.61,125.63,27.05,114.64,2020,589373
"1074","NL12","Friesland (NL)","The Netherlands",97.19,140.58,95.38,98.33,100.14,356.52,148.58,159.35,80.96,89.73,105.35,104.23,114.85,68.72,116.21,119.95,96.93,135.72,100.31,145.92,156.65,46.35,103.78,86.41,118.7,41.11,99.79,59.13,26.28,89.86,74.28,104.53,2020,659538
"1077","NL13","Drenthe","The Netherlands",93.84,129.68,76.01,95.74,100.86,326.09,136.41,141.77,100.53,109.02,113.89,104.69,102.09,80.35,128.68,94.14,114.99,161.01,109.19,153.92,179.5,72.61,102.62,88.26,119.46,54.09,99.93,100.8,83.42,128.83,56.8,111.5,2020,510017
"1082","NL21","Overijssel","The Netherlands",103,145.02,81,99.68,101.48,318.48,137.46,143.45,114.99,68.1,95.27,116.63,178.65,86.55,138.87,156.39,77.04,193.41,109.81,153.64,195.22,84.3,103.36,90.09,123.22,64.91,99.28,94.91,85.02,120.99,67.21,109.93,2020,1188117
"1090","NL22","Gelderland","The Netherlands",108.59,145.15,101.25,102.61,101.27,257.61,129.55,131.78,132.86,67.81,97.24,119.84,210.55,88.1,147.48,153.36,78.18,234.12,110.67,143.4,206.92,139.12,102.94,91.04,121.21,73.56,99.61,98.66,106.17,99.91,77.4,107.02,2020,2075260
"1091","NL23","Flevoland","The Netherlands",91.16,112.97,61.34,95.52,99.96,357.61,135.3,140,90.46,66.05,88.04,112.5,133.99,77.25,128.68,112.36,83.67,194.67,109.13,144.38,183.03,107.21,101.77,88.38,124.47,30.29,99.83,84.3,66.86,89.53,55.97,106.85,2020,441208
"1096","NL31","Utrecht","The Netherlands",106.8,191.96,82.76,97.21,104.8,260.87,128.81,131.19,234.38,52.9,87.17,135.91,293.5,198.41,175.23,271.79,58.52,261.56,110.74,136.14,209.9,166.69,104.1,89.02,113.18,58.42,98.91,69.31,86.41,57.18,82.81,109.02,2020,1327800
"1102","NL32","Noord-Holland","The Netherlands",114.17,191.96,83.35,103.51,102.73,279.35,134.15,138.61,233.25,49.69,83.44,136.83,312.64,202.8,177.6,277.87,57.38,199.4,107.63,144.3,170.11,145.88,102.72,87.41,103.14,41.11,99.52,55.59,40.27,56.96,67.62,104.94,2020,2783407
"1108","NL33","Zuid-Holland","The Netherlands",115.51,169.86,70.14,104.87,102.27,211.96,130.27,132.36,237.22,43.84,76.44,140.05,440.25,143.38,184.19,256.61,55.09,239.45,108.54,137.32,205.89,141.28,102.94,85.98,106.15,30.29,99.53,54.09,38.13,47.47,81.56,106.96,2020,3607959
"1115","NL34","Zeeland","The Netherlands",93.17,159.46,60.75,99.91,97.4,297.83,142.5,150.43,96.13,98.49,107.32,105.61,121.23,76.73,122.79,122.99,107.22,195.14,108.35,132.36,234.76,39.18,101.34,86.9,118.95,21.64,99.95,57.95,25.95,66.35,32.25,110.79,2020,388771
"1116","NL41","Noord-Brabant","The Netherlands",111.94,171.19,62.51,103.51,101.95,316.3,130.27,133.49,169.87,70.73,100.09,123.98,306.26,89.39,161.53,170.06,83.44,251.69,110.72,135.57,234.78,126.14,101.98,89.78,120.21,56.25,99.57,97.48,103.29,82.35,57.43,111.6,2020,2519192
"1124","NL42","Limburg (NL)","The Netherlands",103,152.14,65.45,101.6,99.96,268.48,131.63,135.11,199.78,80.67,106.44,124.44,293.5,90.94,167.41,142.73,88.93,259.03,111.54,149.41,244.6,119.73,102.3,96.06,110.67,60.58,99.94,100.8,110.55,82.57,57.43,113.26,2020,1128033
"1402","UK","UNITED KINGDOM (CNT)","United Kingdom",463.93,131.43,84.67,104.91,142.57,44.91,93.74,0,131.61,62.86,93.93,194.07,100,223.97,146.51,172.28,67.08,134.98,108.18,99.05,137.63,99.44,103.82,54.7,112.37,48.15,97.75,100.05,99.66,101.68,72.35,9.88,2020,11305118
"1407","UK0","UNITED KINGDOM","United Kingdom",103.51,119.81,70.14,95.05,105.15,163.81,104.24,97.65,182.33,72.12,95.32,117.01,147.61,166.98,135.3,130.91,78.04,130.28,101.37,82.7,124.77,99.11,103.01,97.88,108.98,42.69,99.82,98.13,101.51,99.18,55.82,109.01,2020,66292268
"1413","UKC1","Tees Valley and Durham","United Kingdom",98.98,91.84,83.94,94.05,104.21,138.04,128.04,129.35,140.09,70.73,99.87,119.84,127.61,91.71,147.48,100.21,76.35,85.45,99.38,93.43,92.69,71.14,103.36,98.77,118.7,32.45,100.1,90.94,93.03,97.92,69.91,94.94,2020,1237958
"1416","UKC2","Northumberland and Tyne and Wear","United Kingdom",102.33,108.04,82.76,94.05,105.41,135.87,106.15,98.07,86.78,68.39,98.78,111.12,57.42,163.02,116.21,121.47,73.84,64.73,100.05,97.92,73.33,90.16,103.57,100.04,114.94,51.92,100.05,125.76,118.99,154.99,85.93,94.98,2020,1456616
"1423","UKD1","Cumbria","United Kingdom",92.05,104.57,101.55,89.66,104.78,242.39,52,35.97,27.37,73.65,102.06,86.32,31.9,74.4,61.4,98.7,88.01,72.7,100.61,95.13,89.6,104.04,103.25,102.35,108.16,75.72,99.95,79.27,64.19,81.47,103.62,94.33,2020,522418
"1428","UKD3","Greater Manchester","United Kingdom",101.21,134.1,60.17,97.21,102.67,117.39,108.12,101.19,565.18,149.64,86.07,134.08,306.26,272.82,224.95,72.88,152.94,180,102.27,74.06,153.98,235.02,103.15,97.67,103.39,30.29,99.31,42.85,78.29,14.35,61.17,107.21,2020,1068346
"1431","UKD4","Lancashire","United Kingdom",108.81,114,83.06,93.83,108.13,273.91,88.34,71.93,157.39,36.24,98.34,135.46,76.56,207.2,147.48,264.2,35.66,129.9,102.13,80.7,137.53,100.14,103.25,99.38,116.19,51.92,99.65,64.91,62.91,59.39,83.23,98.15,2020,2751454
"1436","UKD6","Cheshire","United Kingdom",101.88,98.33,66.04,93.04,106.09,335.87,104,96.39,157.53,47.64,103.59,129.95,165.89,114.45,154.94,150.32,54.64,165.4,104.68,70.57,157.06,78.47,103.47,94.44,117.7,36.78,99.69,88.48,111.08,75.73,30.38,119.86,2020,1545512
"1442","UKD7","Merseyside","United Kingdom",100.77,98.96,59.58,94.5,104.51,118.48,92.46,78.5,520.94,57.28,83.23,150.15,555.09,83.96,227.87,113.88,71.78,155.1,103.81,75.42,152.85,194.16,101.98,89.59,95.87,15.14,99.16,54.84,91.11,15.23,43.9,116.31,2020,1361243
"1450","UKE1","East Yorkshire and Northern Lincolnshire","United Kingdom",97.64,99,44.02,93.83,103.79,134.78,108.12,101.19,99.4,73.36,98.34,112.5,89.33,94.04,122.79,106.29,77.73,108.05,98.48,78.15,132.49,26.27,101.77,93.55,108.92,10.82,99.91,123.19,85.45,146.6,10.2,127.95,2020,984780
"1451","UKE2","North Yorkshire","United Kingdom",97.19,107.71,79.83,92.81,104.4,163.04,83.31,68.07,39.28,78.04,103.16,92.75,12.76,254.47,77.47,104.77,84.81,96.37,97.79,86.56,115.41,62.33,103.25,99.63,114.44,47.6,99.95,107.22,95.27,118.67,71.58,94.74,2020,863287
"1456","UKE3","South Yorkshire","United Kingdom",100.77,97.3,63.98,94.16,104.78,113.04,153.11,165.94,262.88,60.21,90.45,135.91,325.4,87.84,184.19,118.43,68.35,158.16,102.49,72.58,146.59,93.07,102.72,97.25,104.4,28.13,100.46,81.09,118.45,59.61,47.02,104.77,2020,1401004
"1462","UKE4","West Yorkshire","United Kingdom",107.47,108.95,70.73,96.53,105.53,143.48,142.5,150.43,363.69,61.96,93.52,141.43,178.65,248.79,193.68,148.8,60.81,154.11,102.06,74.79,144.71,94.71,103.89,100.1,104.65,25.96,99.88,69.95,115.89,48.02,57.22,106.93,2020,2462365
"1467","UKF1","Derbyshire and Nottinghamshire","United Kingdom",106.58,108.85,66.04,96.64,105.09,178.26,137.46,143.45,152.99,67.51,98.99,122.6,159.51,103.08,151.34,119.95,75.67,161.3,102.73,79.93,145.23,69.9,103.04,98.13,106.66,34.62,100.07,102.19,106.49,96.93,39.12,105.93,2020,2238959
"1471","UKF2","Leicestershire, Rutland and Northampton/","United Kingdom",105.46,119.74,52.83,95.52,105.55,181.52,126.43,127.41,122.79,67.22,98.56,118.47,140.37,102.05,143.34,127.54,78.18,175.91,104.64,75.76,148.61,38.12,102.51,95.78,115.94,21.64,99.99,114.72,79.68,148.26,15.4,126.1,2020,1850266
"1478","UKF3","Lincolnshire","United Kingdom",94.29,88.93,39.03,92.36,103.65,146.74,76.81,52.69,53.88,84.76,101.19,97.34,25.52,154.23,89.94,83.51,88.93,121.24,99.19,81.94,138.32,18.59,101.45,92.49,109.67,10.82,99.96,150.82,100.19,195.51,10.4,124.4,2020,778520
"1481","UKG1","Hereford/, Worcester/ and Warwick/","United Kingdom",101.66,109.83,51.65,94.62,104.77,243.48,121.8,120.76,94.86,84.76,108.41,108.36,108.47,75.18,128.68,92.62,98.3,154.83,104.57,79.04,144,48.68,102.94,98.07,111.42,32.45,99.96,127.36,128.81,142.08,23.3,118.23,2020,1362528
"1488","UKG2","Shropshire and Staffordshire","United Kingdom",102.33,98.03,63.98,95.18,104.56,281.52,117.27,114.46,92.87,73.94,101.84,110.66,102.09,80.86,128.68,92.62,88.47,147.81,103.68,76.62,149.43,62.8,103.68,98.18,110.67,41.11,99.69,119.33,122.08,132.8,30.59,111.22,2020,1606298
"1491","UKG3","West Midlands","United Kingdom",108.81,112.51,39.62,97.32,105.42,56.52,131.63,135.11,605.59,48.52,76.22,160.25,631.66,109.8,242.75,160.95,57.84,201.57,105.65,78.91,146.99,179.82,103.25,90.98,89.84,8.65,99.16,43.49,72.31,26.27,30.59,126.71,2020,2763549
"1500","UKH1","East Anglia","United Kingdom",108.14,112.47,53.42,98.22,104.56,148.91,98.96,88.65,73.59,73.65,98.56,106.07,51.04,149.84,108.75,115.4,80.47,124.59,97.47,85.36,138.21,37.43,101.87,93.22,107.66,23.8,99.94,137.86,103.18,165.37,21.85,116.51,2020,2595126
"1502","UKH2","Bedfordshire and Hertfordshire","United Kingdom",106.58,136.44,50.48,95.63,105.92,127.17,151.24,163.37,217.37,71.02,96.59,128.57,178.65,158.11,172.74,141.21,80.24,208.59,104.99,92.01,165.49,74.27,102.19,95.55,111.93,30.29,100.45,111.62,111.62,115.47,26.22,124.44,2020,1816498
"1509","UKH3","Essex","United Kingdom",104.12,102.75,53.12,95.29,105.2,148.91,111.6,106.66,172.7,69.85,102.72,124.44,172.27,97.4,158.33,109.32,77.95,175.88,101.94,97.54,166.8,55.31,101.98,94.08,107.41,21.64,99.85,98.44,77.22,109.95,22.06,124.73,2020,1877561
"1512","UKI1","Inner London","United Kingdom",122.66,377.31,41.68,98.44,109.93,0,0,0,741.57,18.41,23.43,185.05,606.14,367.37,253.9,391.74,20.35,299.47,105.07,94.62,190.68,211.72,103.36,85.51,87.83,2.16,100,27.21,0,11.04,30.38,126.79,2020,3392367
"1518","UKI2","Outer London","United Kingdom",114.62,115.77,50.77,101.15,104.76,34.78,0,0,633.52,40.92,62.42,164.84,542.33,220.63,244.18,206.5,46.41,259.09,104.9,94.89,188.77,241.35,103.47,92.76,98.88,17.31,99.22,37.81,72.42,13.69,48.48,121.87,2020,4908980
"1525","UKJ1","Berkshire, Buckinghamshire and Oxford/","United Kingdom",111.27,167,55.76,97.32,106.44,163.04,123.77,123.13,161.36,80.08,102.94,120.3,108.47,212.88,158.33,151.84,90.98,183.24,104.99,84.44,156.17,70.44,102.62,96.83,116.19,32.45,99.51,118.69,113.97,130.71,29.55,120.75,2020,2387596
"1529","UKJ2","Surrey, East and West Sussex","United Kingdom",110.82,133.08,75.72,97.66,106.01,161.96,111.6,106.66,205.88,80.67,104.91,124.89,121.23,189.89,167.41,127.54,86.87,178.81,104.37,99.56,172.53,127.7,103.47,99.2,123.97,77.89,99.66,102.51,173.25,70.76,65.75,111.41,2020,2869529
"1535","UKJ3","Hampshire and Isle of Wight","United Kingdom",107.02,129.04,75.13,95.18,106.46,131.52,113.15,107.9,162.49,69.27,103.59,123.06,76.56,251.89,151.34,156.39,68.58,148.42,102.66,89.2,143.33,97.07,102.62,98.82,115.19,62.74,99.91,130.47,173.67,110.28,55.55,106.97,2020,2013225
"1540","UKJ4","Kent","United Kingdom",103.89,104.27,64.27,95.4,105.07,152.17,113.15,106.66,177.52,75.7,104.69,123.06,153.13,101.53,158.33,106.29,81.84,184.23,107.28,106.91,217.71,92.96,102.62,98.13,115.19,49.76,99.75,87.19,113.97,72.31,42.86,119.45,2020,1809165
"1542","UKK1","Gloucestershire, Wiltshire and Bristol","United Kingdom",109.48,132,62.51,96.64,106.24,227.17,134.15,138.61,122.51,74.53,101.19,116.17,51.04,280.57,134.01,145.77,74.75,143.12,105.03,79.93,142.18,58.37,102.83,98.9,113.43,38.94,99.74,122.33,111.72,136.23,34.54,110.53,2020,2533277
"1547","UKK2","Dorset and Somerset","United Kingdom",101.44,108.61,72.2,94.16,105.03,280.43,104,94.62,91.74,86.51,105.78,107.45,19.14,311.57,116.21,112.36,80.47,104.7,101.65,87,123.36,52.14,103.36,99.69,117.2,47.6,99.79,104.98,91.32,123.75,38.91,111.99,2020,1337703
"1555","UKK3","Cornwall and Isles of Scilly","United Kingdom",90.71,80.82,74.55,90.11,103.98,270.65,108.12,101.19,64.23,79.2,98.78,101.94,12.76,297.62,100.13,88.07,76.13,53.7,98.28,97.99,45.86,60.89,103.04,100.94,97.37,51.92,99.74,90.41,76.26,92.29,37.87,115.56,2020,598016
"1558","UKK4","Devon","United Kingdom",99.87,97.92,81.88,93.71,104.8,281.52,126.43,126.73,66.36,72.48,97.02,104.23,19.14,304.59,100.13,116.92,69.72,74.03,99.44,86.45,94.63,74.9,103.57,101.87,109.67,71.4,99.75,97.05,93.46,102.78,47.65,103.6,2020,1266175
"1564","UKL1","West Wales and The Valleys","United Kingdom",102.55,80.93,98.91,96.19,103.96,207.61,104,94.62,61.4,82.42,105.57,100.1,38.28,100.24,100.13,80.47,82.98,76.86,99.19,86.11,112.95,113.57,103.57,103,98.12,80.05,99.9,87.52,98.8,72.86,80.52,98.55,2020,2018812
"1567","UKL2","East Wales","United Kingdom",100.99,117.17,87.75,94.84,104.3,179.35,137.96,143.86,54.45,72.77,95.27,100.56,82.95,68.46,100.13,109.32,89.16,102.62,101.92,78.88,137.62,96.54,103.78,103.1,104.15,80.05,99.91,92.34,90.15,90.08,77.19,98.37,2020,1178401
"1574","UKM2","Eastern Scotland","United Kingdom",107.69,127.18,92.16,97.32,105.01,47.83,114.61,109.09,41.83,72.19,95.71,95.51,31.9,147,77.47,124.51,84.81,44.07,101.9,68.77,41.72,124.7,103.68,104.13,100.13,73.56,99.82,135.93,134.69,143.95,122.76,89.32,2020,2167521
"1577","UKM3","South Western Scotland","United Kingdom",108.14,122.08,102.13,96.76,105.59,42.39,98.96,86.39,65.93,75.99,102.28,103.31,44.66,157.85,100.13,126.03,80.47,51.95,99.71,79.16,61.38,146.08,103.47,102.19,118.7,86.54,99.87,117.4,153.06,83.02,127.34,90.99,2020,2366464
"1583","UKM5","North Eastern Scotland","United Kingdom",96.97,187.03,82.18,90.56,106.05,65.22,52,0,29.92,82.13,95.27,86.32,12.76,254.73,61.4,183.72,84.58,23.06,97.8,67.73,14.5,112.65,103.25,102.32,95.87,49.76,99.91,166.35,164.17,221.45,92.38,88.08,2020,487533
"1590","UKM6","Highlands and Islands","United Kingdom",90.71,104.94,124.44,90.9,103.3,10.87,52,0,5.96,110.77,90.45,47.75,6.38,68.46,0,71.36,120.7,15.32,87.79,50.09,9.17,174.4,102.41,105.11,124.22,75.72,99.99,72.2,65.69,55.86,186.43,86.64,2020,453153
"1595","UKN0","Northern Ireland","United Kingdom",103.89,95.39,87.46,95.97,104.62,375,123.77,123.88,52.46,75.99,97.24,98.72,38.28,119.62,0,101.73,77.73,35.81,90.21,61.71,24.46,77.09,103.78,99.75,117.7,49.76,99.86,106.26,93.14,134.02,63.67,94,2020,1960063
"3","AT","AUSTRIA (CNT)","Austria",88.34,187.46,102.19,100.22,125.11,87.02,161.87,178.84,91.28,111.93,119.67,75.19,0,265.84,81.4,163.55,100.61,174.08,134.88,202.82,163.8,118.91,103.39,548.45,87.74,64.21,101.43,90.59,103.08,74.32,138.69,9.75,2030,11526084
"6","AT0","AUSTRIA","Austria",101.21,179.27,99.53,96.61,103.09,71.5,112.04,112.72,119.26,133.21,119.02,97.09,88.62,241.18,100.91,148.3,120.8,121.79,108.79,158.89,112.68,123.42,102,107.85,88.11,68.99,99.93,86.34,96.4,70,151.29,95.95,2030,8849533
"13","AT11","Burgenland (AT)","Austria",88.25,127.06,94.5,93.15,100.65,64.13,131.63,134.58,76.99,215.99,132.5,85.41,51.04,53.48,100.13,53.14,197.51,112.88,109.21,137.3,92,74.73,96.25,100.45,88.09,69.23,100.16,103.48,94.42,118.01,108.4,98.82,2030,291173
"18","AT12","Niederosterreich","Austria",106.8,145.79,98.91,101.26,101.71,81.52,131.63,134.58,78.27,177.41,126.15,90,31.9,118.07,100.13,75.92,159.34,119.5,108.53,152.31,105.73,102.42,100.28,103.82,89.59,67.07,100.33,113.65,115.68,118.78,120.68,97.74,2030,1747067
"23","AT13","Wien","Austria",111.71,215.12,68.68,98.67,105.61,101.09,0,0,585.6,25.43,80.6,168.98,606.14,344.95,231.54,400.85,30.63,158.43,110.63,160.85,114.76,175.26,97.74,97.85,90.09,36.78,98.16,41.45,41.87,24.73,69.08,106.54,2030,1966045
"27","AT21","Karnten","Austria",96.74,168.07,105.07,94.73,102.8,51.09,120.75,119.93,39.7,145.26,122.43,80.36,6.38,334.1,61.4,112.36,123.22,105.74,108.49,164.48,97.09,123.13,103.78,113.58,88.59,80.05,100.31,102.94,131.27,61.16,182.89,91.24,2030,536821
"35","AT22","Steiermark","Austria",104.56,167.21,109.18,98.56,102.9,54.35,120.75,118.21,50.9,142.92,124.84,85.87,25.52,173.35,77.47,107.81,128.02,106.89,108.59,162.98,95.11,143.21,103.57,109.98,88.34,93.03,100.33,106.26,133.19,74.07,175.61,91.56,2030,1207251
"39","AT31","Oberosterreich","Austria",107.47,190.94,88.34,99.57,103.25,100,130.27,132.93,66.64,115.74,123.52,95.51,31.9,223.73,89.94,151.84,104.24,124.23,109.36,155.36,120.33,85.4,103.04,106.87,95.87,82.21,100.5,101.65,99.87,110.06,158.55,94.16,2030,1422769
"45","AT32","Salzburg","Austria",99.2,215.49,116.22,96.19,102.64,67.39,123.77,123.13,40.98,111.65,117.83,86.32,25.52,200.48,77.47,151.84,117.96,114.76,108.06,154.1,109.24,139.05,104.74,113.47,83.07,62.74,99.88,74.66,84.81,51.22,185.81,89.19,2030,540482
"50","AT33","Tirol","Austria",101.21,191.01,114.17,96.87,102.86,44.57,120.75,119.93,38.43,133.86,120.24,81.27,6.38,366.65,61.4,135.14,116.82,120.93,107.69,151.18,133.73,152.68,103.78,112.62,77.29,56.25,99.9,56.77,68.25,26.38,186.43,88.93,2030,749563
